Model,Year,Price
G80 3.5T Sport AWD,2023,50899.5
G80 3.8,2017,15998.0
GL-Class 4MATIC,2012,17850.0
GL-Class 4MATIC,2015,14861.666666666666
GL-Class GL 450 4MATIC,2007,5500.0
GL-Class GL 450 4MATIC,2015,17995.0
GLA 250,2017,18998.0
GLA 250,2020,26998.0
GLA 250 4MATIC,2018,18092.333333333332
GLA 250 4MATIC,2020,21920.333333333332
GLA 250 4MATIC,2022,31475.5
GLA 250 4MATIC,2023,30771.0
GLA 250 4MATIC,2025,43644.8
GLA 250 Base,2020,20000.0
GLA 250 Base,2022,33247.0
GLA 250 Base,2023,31626.0
GLA 250 Base,2024,40659.0
GLA 250 Base 4MATIC,2021,27177.25
GLA-Class 4MATIC,2016,14984.0
GLA-Class GLA 250 4MATIC,2015,11995.0
GLA-Class GLA 250 4MATIC,2016,17937.0
GLA-Class GLA 45 AMG,2015,24995.0
GLB 250 4MATIC,2020,23646.0
GLB 250 4MATIC,2021,28152.75
GLB 250 4MATIC,2022,29748.0
GLB 250 4MATIC,2023,33150.25
GLB 250 4MATIC,2024,38908.0
GLB 250 4MATIC,2025,45089.2
GLB 250 Base 4MATIC,2021,29995.0
GLC 300,2017,20998.0
GLC 300,2019,27998.0
GLC 300,2021,31476.0
GLC 300 4MATIC,2016,16795.0
GLC 300 4MATIC,2018,19547.5
GLC 300 4MATIC,2019,22937.666666666668
GLC 300 4MATIC,2020,25184.0
GLC 300 4MATIC,2021,29251.272727272728
GLC 300 4MATIC,2022,33324.666666666664
GLC 300 4MATIC,2023,41995.0
GLC 300 4MATIC,2024,41197.5
GLC 300 4MATIC,2025,48263.75
GLC 300 4MATIC Coupe,2017,19995.0
GLC 300 4MATIC Coupe,2018,24595.0
GLC 300 4MATIC Coupe,2020,33250.0
GLC 300 4MATIC Coupe,2021,32916.5
GLC 300 Base,2019,20497.5
GLC 300 Base,2020,26985.0
GLC 300 Base,2022,31519.0
GLC 300 Base 4MATIC,2018,18998.0
GLC 300 Base 4MATIC,2019,21495.0
GLC 300 Base 4MATIC,2020,30723.0
GLC 300 Base 4MATIC,2021,30398.333333333332
GLC 300 Base 4MATIC,2022,36894.0
GLC 300 Base 4MATIC,2025,54444.0
GLC 350e Base,2025,62310.0
GLC 350e Base 4MATIC,2025,60665.0
GLE 350,2021,41998.0
GLE 350 4MATIC,2017,19980.0
GLE 350 4MATIC,2018,18940.0
GLE 350 4MATIC,2020,32520.6
GLE 350 4MATIC,2021,39395.0
GLE 350 4MATIC,2022,40565.0
GLE 350 4MATIC,2024,54844.666666666664
GLE 350 4MATIC,2025,65026.0
GLE 350 Base,2018,22056.0
GLE 350 Base,2022,38421.0
GLE 350 Base 4MATIC,2020,32592.5
GLE 350 Base 4MATIC,2021,32995.0
GLE 350 Base 4MATIC,2022,43383.5
GLE 350 Base 4MATIC,2023,49678.0
GLE 400 Base 4MATIC,2019,19977.0
GLE 450 4MATIC,2023,57934.0
GLE 450 AWD 4MATIC,2020,36777.0
GLE 450 Plug-In Hybrid 4MATIC,2024,58132.666666666664
GLE 450e 4MATIC,2025,71684.0
GLE 450e Base 4MATIC,2025,70831.0
GLE 580 AWD 4MATIC,2024,83994.0
GLE 580 AWD 4MATIC,2025,90898.0
GLE-Class 4MATIC,2016,31995.0
GLE-Class GLE 350 4MATIC,2016,18396.666666666668
GLK-Class GLK 350,2013,9985.0
GLK-Class GLK 350,2014,12494.0
GLK-Class GLK 350 4MATIC,2015,14522.0
GLS 450 4MATIC,2017,19905.2
GLS 450 4MATIC,2018,23370.0
GLS 450 4MATIC,2019,28869.0
GLS 450 4MATIC,2020,37745.0
GLS 450 4MATIC,2021,46073.25
GLS 450 4MATIC,2022,58037.0
GLS 450 4MATIC,2023,58795.0
GLS 450 4MATIC,2024,69055.0
GLS 450 4MATIC,2025,89635.5
GLS 450 Base 4MATIC,2018,22495.0
GLS 450 Base 4MATIC,2020,30980.0
GLS 550 Base 4MATIC,2017,24050.0
GLS 580 4MATIC,2020,51995.0
GR86 Premium,2023,29200.0
GS 350 Base,2017,25772.0
GT,2001,3400.0
GT,2018,40147.5
GT,2021,27487.5
GT,2022,27914.0
GT,2023,29453.777777777777
GT,2024,51761.0
GT Premium,2017,34910.0
GT Premium,2020,42795.0
GX 460,2016,23998.0
GX 460 Luxury,2016,29995.0
GX 460 Luxury,2017,31499.0
GX 460 Luxury,2019,33995.0
GX 460 Premium,2021,43497.5
GX 460 Premium,2022,52569.333333333336
General Lee,1969,149900.0
Genesis 3.8,2012,8998.0
Genesis 3.8,2013,12450.0
Genesis 5.0,2015,16990.0
Ghibli GranLusso,2020,28995.0
Ghibli Modena,2023,53995.0
Ghibli Modena Q4,2023,53960.333333333336
Ghibli S Q4,2015,19800.0
Ghibli S Q4,2018,21995.0
Ghibli S Q4,2020,30855.0
Ghibli S Q4 GranLusso,2018,27888.0
Ghibli Trofeo,2021,52998.0
Ghost,2010,77900.0
Ghost Sedan,2023,339800.0
Ghost Sedan Full Luxury,2012,77777.0
Giulia Base,2018,17000.0
Giulia Base,2021,21795.0
Giulia Sport,2020,21400.0
Giulia Ti,2017,14400.0
Giulia Ti,2019,22359.0
Giulia Ti,2020,22935.666666666668
Giulia Ti,2021,25084.5
Giulia Ti,2022,25895.0
Giulia Ti,2024,35547.5
Giulia Ti Sport,2019,19995.0
Giulia Veloce AWD,2024,38500.0
Gladiator Freedom 4x4,2021,27000.0
Gladiator High Altitude,2021,34998.0
Gladiator High Altitude 4X4,2021,33889.0
Gladiator High Altitude 4x4,2023,31813.666666666668
Gladiator Mojave,2021,38129.0
Gladiator Mojave 4X4,2020,37881.0
Gladiator Mojave 4X4,2021,39087.0
Gladiator Mojave 4x4,2023,41800.0
Gladiator Overland,2020,31256.8
Gladiator Overland,2021,70423.25
Gladiator Overland,2022,33471.0
Gladiator Overland,2023,31537.666666666668
Gladiator Rubicon,2020,34367.125
Gladiator Rubicon,2021,36257.0
Gladiator Rubicon,2022,31881.0
Gladiator Sport,2021,29129.0
Gladiator Sport,2022,33495.0
Gladiator Sport,2023,33234.5
Gladiator Sport S,2021,28000.0
Gladiator Sport S,2023,28109.75
Gladiator Sport S,2024,35992.0
Gladiator Willys 4x4,2021,31559.25
Gladiator Willys 4x4,2022,35703.0
Golf 1.4T TSI,2020,21979.0
Golf Alltrack TSI S,2019,21991.0
Golf Alltrack TSI SEL,2018,14726.0
Golf Alltrack TSI SEL,2019,19990.0
Golf Auto TSI S,2015,9700.0
Golf Auto TSI SE,2015,9855.0
Golf GTI 2.0T Autobahn w/Performance Package 4-Door,2016,13977.0
Golf GTI 2.0T S 4-Door,2019,19995.0
Golf GTI 2.0T S DSG,2024,28750.0
Golf SE,2016,12599.0
Golf SportWagen TSI S,2017,15900.0
Golf SportWagen TSI S 4-Door,2016,12295.0
GranSport Base,1971,46995.0
GranTurismo Base,2012,26995.0
GranTurismo Modena 3.0L,2024,99980.0
GranTurismo Sport,2013,34425.0
GranTurismo Sport,2014,35980.0
GranTurismo Sport,2016,39995.0
GranTurismo Sport,2017,51888.0
GranTurismo Sport,2019,69995.0
GranTurismo Trofeo,2024,109389.0
Grand Caravan AVP/SE,2014,30000.0
Grand Caravan AVP/SE,2015,8992.5
Grand Caravan GT,2019,13995.0
Grand Caravan R/T,2016,9995.0
Grand Caravan SE,2013,9995.0
Grand Caravan SE,2017,11994.333333333334
Grand Caravan SXT,2014,7149.0
Grand Caravan SXT,2016,8877.0
Grand Caravan SXT,2017,24893.666666666668
Grand Caravan SXT,2018,8799.0
Grand Caravan SXT,2019,22693.75
Grand Caravan SXT,2020,17282.0
Grand Highlander XLE,2024,46495.0
Grand Prix GT,2002,11977.0
Grand Vitara XSport,2009,6950.0
Grecale GT,2023,47942.5
Grecale Modena,2023,49996.333333333336
Grecale Trofeo,2023,68189.0
Grenadier Trialmaster,2024,80790.0
H1 4-Passenger Open Top Hard Doors,2004,118900.0
H2 SUT,2006,49900.0
H3 Alpha,2008,18995.0
HR-V 2WD Sport,2022,17928.0
HR-V 2WD Sport,2023,22464.0
HR-V 2WD Sport,2025,27897.0
HR-V 2WD Sport w/o BSI,2024,22950.0
HR-V AWD Sport,2021,21757.0
HR-V AWD Sport,2022,20278.0
HR-V AWD Sport,2024,27388.0
HR-V EX,2018,16292.5
HR-V EX,2020,19647.0
HR-V EX,2021,19999.5
HR-V EX,2022,22686.0
HR-V EX-L,2017,16998.0
HR-V EX-L,2019,20449.5
HR-V EX-L,2021,23477.0
HR-V EX-L w/Navigation,2017,16295.0
HR-V LX,2016,17977.0
HR-V LX,2017,14599.0
HR-V LX,2018,15995.0
HR-V LX,2019,18361.333333333332
HR-V LX,2021,21883.0
HR-V LX,2022,22610.0
HR-V LX,2023,24675.666666666668
HR-V LX,2024,25837.5
HR-V Sport,2021,21498.0
HR-V Sport,2022,22364.666666666668
HR-V Sport,2023,25389.5
HR-V Sport,2024,28490.0
HR-V Touring,2019,22990.0
HUMMER EV Edition 1,2022,84800.0
HUMMER EV Pickup 2X,2025,90492.5
HUMMER EV SUV 2X,2024,79743.5
HUMMER EV SUV 3X,2024,80175.25
HUMMER EV SUV Edition 1,2024,87200.0
Hardtop Cooper,2013,5500.0
Hardtop Cooper,2022,19995.0
Hardtop Cooper S,2015,12318.5
Hardtop Cooper S,2016,10980.0
Hardtop Cooper S,2018,17591.5
Hardtop Cooper S,2019,15995.0
Hardtop Cooper S,2022,23570.5
Hardtop Cooper S,2023,26241.5
Hardtop John Cooper Works,2021,24979.0
Hardtop S,2015,19998.0
Hardtop S,2022,27998.0
Highlander Hybrid Bronze Edition,2023,47888.0
Highlander Hybrid Limited,2022,43928.0
Highlander Hybrid XLE,2017,22995.0
Highlander Hybrid XLE,2020,37990.0
Highlander Hybrid XLE,2022,44900.0
Highlander Hybrid XLE,2024,48995.0
Highlander LE,2015,15497.0
Highlander LE,2023,34198.666666666664
Highlander Limited,2013,18010.5
Highlander Limited,2015,22998.0
Highlander Limited,2017,26950.0
Highlander Limited,2021,36860.0
Highlander Platinum,2021,38764.333333333336
Highlander SE,2011,11450.0
Highlander SE,2012,16579.0
Highlander SE,2013,16227.0
Highlander XLE,2014,15013.666666666666
Highlander XLE,2015,22126.75
Highlander XLE,2016,18950.0
Highlander XLE,2017,21971.0
Highlander XLE,2018,26958.0
Highlander XLE,2021,35647.0
Highlander XLE,2022,33793.5
Highlander XLE,2023,38922.666666666664
Highlander XLE,2024,42300.0
Highlander XSE,2021,38499.0
Highlander XSE,2022,38249.5
Highlander XSE,2023,47670.0
Highlander XSE,2024,39140.0
Hornet GT,2024,26998.0
Hornet GT AWD,2024,27460.0
Hornet GT Plus,2024,29998.0
Hornet GT Plus AWD,2024,26124.0
Hornet R/T EAWD,2024,29997.0
I4CP,2024,29249.0
ID.4 1st Edition,2021,23600.0
ID.4 AWD Pro S,2021,21572.0
ID.4 AWD Pro S Plus,2023,30771.0
ID.4 PRO S,2022,28998.0
ID.4 Pro,2023,24744.0
ID.4 Pro S,2021,25397.5
ID.4 Pro S,2023,28221.5
ID.4 Pro S AWD,2021,20980.0
ID.4 Pro S AWD,2023,29999.0
ILX,2017,19998.0
ILX,2018,19998.0
ILX 2.0,2013,14998.0
ILX 2.4L,2016,12655.0
ILX 2.4L w/AcuraWatch Plus Pkg,2016,12477.0
ILX AcuraWatch Plus Package,2018,18540.0
ILX Base,2019,18000.0
ILX Premium & A-SPEC Packages,2019,21799.0
ILX Premium & A-SPEC Packages,2020,17699.0
ILX Premium Package,2020,19224.0
ILX Technology Plus Package,2016,14347.5
IONIQ 5 Limited,2022,35998.0
IONIQ 6 SEL,2023,28895.0
IONIQ Hybrid Limited,2022,21888.0
IONIQ Hybrid SE,2022,17000.0
IONIQ Hybrid SEL,2022,18700.0
IONIQ Plug-In Hybrid Limited,2022,22472.0
IS 200t Base,2017,20900.0
IS 250 Base (A6),2010,11988.0
IS 300 Base,2016,18675.0
IS 300 Base,2018,24555.0
IS 300 Base,2020,31998.0
IS 300 Base,2021,31000.0
Impala 1LT,2017,7995.0
Impala 1LT,2019,18000.0
Impala LTZ,2008,5995.0
Impala Limited LS,2014,7995.0
Impala Limited LT,2014,9832.0
Impala Limited LTZ,2014,7995.0
Impala Limited Police,2016,8995.0
Impala Premier 2LZ,2019,12650.0
Impreza 2.0I Limited,2018,16998.0
Impreza 2.0i Limited,2019,16894.0
Impreza 2.0i Premium,2012,8175.0
Impreza 2.0i Premium,2013,10816.0
Impreza 2.0i Premium,2014,12467.5
Impreza 2.0i Premium,2017,13396.0
Impreza 2.0i Premium,2019,14995.0
Impreza 2.5 i Premium,2009,3750.0
Impreza 2.5 i Premium,2010,6495.0
Impreza Base,2020,16239.5
Impreza Base,2021,16980.0
Impreza Base,2022,18075.0
Impreza Limited,2020,23998.0
Impreza Limited,2021,22738.0
Impreza Outback Sport,2011,8587.0
Impreza Premium,2022,21926.0
Impreza Premium 5-Door,2020,24534.0
Impreza Sport,2023,25998.0
Insight EX,2019,18814.0
Insight EX,2020,19995.0
Insight EX,2021,15900.0
Insight Touring,2019,19679.5
Insight Touring,2022,24595.5
Integra A-SPEC,2023,27845.0
Integra A-SPEC,2024,30898.0
Integra A-SPEC,2025,33120.0
Integra A-SPEC Technology,2024,32450.0
Integra A-SPEC Technology,2025,34291.0
Integra A-Spec Tech Package,2024,29690.0
Integra A-Spec Tech Package,2025,35950.0
Integra Base,2023,26610.5
Integra Base,2024,26811.0
Integra Base,2025,29890.0
Integra Technology A-Spec,2023,31998.0
Integra Type S,2024,47999.0
J30 *J30t* *Super Rare Find*,1995,19900.0
JX35 Base,2013,9688.0
Jetta 1.4T R-Line,2021,18495.0
Jetta 1.4T S,2019,13129.0
Jetta 1.4T S,2020,16990.0
Jetta 1.4T S,2021,19540.5
Jetta 1.4T SE,2016,8590.0
Jetta 1.4T SE,2017,13924.0
Jetta 1.4T SE,2019,11573.0
Jetta 1.4T SE,2020,16109.0
Jetta 1.4T SE,2021,18000.0
Jetta 1.4T SEL,2019,15950.0
Jetta 1.4T SEL,2020,16777.0
Jetta 1.4T SEL,2021,17495.0
Jetta 1.4T SEL,2023,23387.0
Jetta 1.4T SEL,2025,28993.0
Jetta 1.4T SEL Premium,2020,19900.0
Jetta 1.5T S,2022,19539.0
Jetta 1.5T S,2024,21762.75
Jetta 1.5T SE,2022,20347.5
Jetta 1.5T SE,2023,21491.0
Jetta 1.5T SE,2024,22795.0
Jetta 1.5T SE,2025,25097.5
Jetta 1.5T SEL,2023,23900.0
Jetta 1.5T Sport,2023,19999.0
Jetta 1.5T Sport,2024,22352.333333333332
Jetta 1.5T Sport,2025,24695.0
Jetta 1.8T SE,2015,8497.0
Jetta 2.0T GLI SE,2015,12995.0
Jetta 2.0T GLI SE,2016,12890.0
Jetta Auto SE,2014,8900.0
Jetta Auto SE w/Connectivity,2014,11443.0
Jetta GLI,2007,5595.0
Jetta GLI,2015,12500.0
Jetta GLI,2017,9895.0
Jetta GLI 2.0T Autobahn,2019,22557.0
Jetta GLI 2.0T Autobahn,2021,22333.0
Jetta GLI 2.0T Autobahn,2022,28888.0
Jetta GLI 2.0T Autobahn,2024,31388.5
Jetta GLI 2.0T Autobahn,2025,31993.0
Jetta GLI Autobahn,2012,6999.0
Jetta GLS TDI,2002,8900.0
Jetta R-Line,2019,22998.0
Jetta S,2009,5999.0
Jetta S,2013,8500.0
Jetta S,2020,18998.0
Jetta S,2021,18998.0
Jetta SE,2011,3400.0
Jetta SE,2012,7977.0
Jetta SE,2013,5928.0
Jetta SportWagen DSG TDI w/Sunroof,2014,8523.0
Jetta SportWagen TDI,2013,9740.0
Jetta Wolfsburg Edition,2007,4500.0
Journey Crossroad,2016,7900.0
Journey Crossroad,2018,16950.0
Journey GT,2018,14995.0
Journey GT,2019,13950.0
Journey Limited,2014,10995.0
Journey SE,2017,14895.0
Journey SE,2018,16045.0
Journey SE,2019,16097.6
Journey SE,2020,13589.0
Journey SE Value,2020,15502.0
Journey SXT,2016,11677.0
Juke S,2011,8495.0
Juke SL,2013,6999.0
Juke SV,2013,9447.5
K4 EX,2025,23395.333333333332
K5 EX,2021,22508.0
K5 EX,2022,24397.0
K5 EX,2023,27897.0
K5 GT-Line,2021,23025.0
K5 GT-Line,2022,22709.4
K5 GT-Line,2023,24606.8
K5 GT-Line,2024,25744.0
K5 GT-Line,2025,29823.0
K5 LX,2021,17316.0
K5 LXS,2021,18171.25
K5 LXS,2022,19993.0
K5 LXS,2023,23998.0
K5 LXS,2024,23450.0
K5 LXS,2025,26000.0
KONA EV SE,2023,18995.0
KONA EV SEL,2023,17999.0
KONA Limited,2018,16697.0
KONA Limited,2021,16997.0
KONA N Line,2022,21946.5
KONA N Line,2023,21866.0
KONA N Line,2024,25495.0
KONA SE,2021,15779.0
KONA SE,2022,19998.0
KONA SE,2025,25422.5
KONA SE AUTO AWD,2020,14858.0
KONA SEL,2018,16499.0
KONA SEL,2019,18900.0
KONA SEL,2021,17387.666666666668
KONA SEL,2022,20619.69230769231
KONA SEL,2023,21122.833333333332
KONA SEL,2024,24158.4
KONA SEL,2025,25699.0
KONA SEL AWD,2022,20995.0
KONA SEL AWD,2024,26850.0
KONA SEL Plus,2020,16387.0
KONA SEL Plus 4dr Crossover,2020,17950.0
KONA Ultimate,2019,19319.5
KONA Ultimate,2020,19181.0
Kicks S,2020,17196.5
Kicks S,2021,16699.0
Kicks S,2023,17750.0
Kicks S,2024,21681.0
Kicks SR,2019,14078.0
Kicks SR,2020,19595.0
Kicks SR,2021,18398.0
Kicks SR,2023,22176.0
Kicks SR,2024,23112.666666666668
Kicks SV,2018,15211.25
Kicks SV,2020,15615.5
Kicks SV,2022,18001.4
Kicks SV,2023,19500.0
Kicks SV,2024,21747.666666666668
Kicks SV,2025,26800.0
LARAMIE,2022,40340.0
LR2 HSE,2008,10950.0
LR4 Base,2013,14984.0
LR4 Base,2016,15256.666666666666
LS 460 Base,2017,36500.0
LX 600 F SPORT,2024,107988.0
LYRIQ Luxury w/1SC,2024,46472.0
LYRIQ Luxury w/1SE,2024,50888.0
LYRIQ Sport w/1SJ,2024,58995.0
LaCrosse,2014,15998.0
LaCrosse Essence,2019,14444.0
LaCrosse Leather,2013,9990.0
LaCrosse Leather,2014,8850.0
LaCrosse Leather,2015,18800.0
LaCrosse Preferred,2017,19499.0
LaCrosse Premium,2017,17977.0
LaCrosse Premium 1,2014,9774.0
Laramie,2018,24495.0
Laramie,2020,31080.8
Laramie,2021,36492.666666666664
Laramie,2022,43040.666666666664
Laramie,2024,43881.0
Laramie,2025,47297.5
Leaf SV PLUS,2023,18995.0
Legacy 2.5i Limited,2016,13995.0
Legacy Base,2019,15558.0
Legacy Limited,2014,7350.0
Legacy Limited,2015,14496.0
Legacy Limited,2016,16675.0
Legacy Limited,2022,25261.333333333332
Legacy Limited,2024,29995.0
Legacy Limited,2025,31943.0
Legacy Premium,2012,8945.5
Legacy Premium,2016,12744.0
Legacy Premium,2017,12950.0
Legacy Premium,2019,17724.0
Legacy Premium,2021,19977.333333333332
Legacy Premium,2022,23732.333333333332
Legacy Premium,2023,22987.0
Legacy Premium,2025,28184.0
Legacy Sport,2017,20998.0
Levante Base,2017,24883.5
Levante Base,2020,42991.0
Levante Base,2021,36551.2
Levante GT,2022,41582.666666666664
Levante Modena,2022,46291.5
Levante Modena S,2023,99995.0
Levante S,2017,25888.0
Levante S,2019,24985.0
Levante S,2020,43591.0
Levante S,2021,45432.0
Levante S GranLusso,2021,33590.0
Levante S GranSport,2018,25977.0
Levante S GranSport,2019,31995.0
Levante S GranSport,2021,42473.666666666664
Levante Trofeo,2019,54915.0
Liberty Sport,2004,3400.0
Liberty Sport,2010,6499.0
Liberty Sport,2011,12972.5
Liberty Sport,2012,7495.0
Limited,2019,29762.5
Limited,2020,33980.0
Limited,2021,41769.8
Limited,2022,44147.5
Limited,2023,48756.0
Limited,2024,55995.0
Lone Star,2022,29988.0
Longhorn,2014,19229.5
Longhorn,2020,33495.0
Lucerne CXL,2011,7888.0
M-Class 4MATIC,2012,11990.0
M-Class 4MATIC,2014,19475.0
M-Class 4MATIC,2015,17469.75
M-Class ML 250 BlueTEC 4MATIC,2015,14988.0
M-Class ML 350,2013,10795.0
M-Class ML 350,2014,11142.5
M-Class ML 350 4MATIC,2013,10980.0
M-Class ML 350 4MATIC,2015,14980.0
M-Class ML 350 BlueTEC 4MATIC,2014,12995.0
M235 Gran Coupe i xDrive,2022,30995.0
M235 Gran Coupe i xDrive,2023,39691.0
M235 Gran Coupe i xDrive,2024,49724.0
M4 Competition xDrive,2022,66809.0
M440 Gran Coupe i xDrive,2024,55978.0
M440 i xDrive,2022,53800.0
M440 i xDrive,2023,64995.0
M440 i xDrive,2024,63680.0
M440 i xDrive,2025,73657.5
M550 i Xdrive,2019,35995.0
M6 Base,2013,31549.0
M6 Base,2017,43995.0
M760 xDrive,2017,41788.0
M760 xDrive,2020,49200.0
M8 Gran Coupe Gran Coupe,2021,69980.0
M850 Gran Coupe i xDrive,2022,64500.0
M850 Gran Coupe i xDrive,2025,108825.0
M850 Gran Coupe xDrive,2022,59441.5
M850 i xDrive,2023,78980.0
M850 i xDrive,2025,108645.0
M850 xDrive,2019,52888.0
M850 xDrive,2020,65991.0
M850 xDrive,2022,62989.0
M850 xDrive,2024,87195.0
M850 xDrive,2025,124090.0
MDX,2018,25998.0
MDX 3.5L,2015,15222.0
MDX 3.5L,2016,15950.0
MDX 3.5L,2018,22999.5
MDX 3.5L,2020,25420.0
MDX 3.5L AcuraWatch Plus Package,2016,14477.0
MDX 3.5L Technology Package,2014,18920.0
MDX 3.5L w/Advance & Entertainment Pkgs,2016,19999.0
MDX 3.5L w/Advance Package,2019,28740.0
MDX 3.5L w/Technology Package,2017,21290.25
MDX 3.5L w/Technology Package,2018,18631.0
MDX 3.5L w/Technology Package,2019,26492.5
MDX 3.5L w/Technology Package,2020,29394.0
MDX 3.7L,2011,10597.5
MDX A-SPEC,2023,45995.0
MDX A-SPEC,2024,49000.0
MDX A-SPEC,2025,55795.0
MDX A-SPEC Advance Package,2025,61706.0
MDX A-Spec,2025,51772.0
MDX A-Spec Package,2022,42950.0
MDX Advance Package,2023,45228.0
MDX Base,2022,41990.0
MDX Base,2025,46400.0
MDX SH-AWD,2016,17499.0
MDX SH-AWD,2018,25587.0
MDX SH-AWD Advance,2020,39998.0
MDX SH-AWD Technology,2023,43998.0
MDX SH-AWD Technology,2025,55998.0
MDX Standard,2023,40994.0
MDX Standard,2024,43950.0
MDX Technology,2023,43495.0
MDX Technology,2024,44678.0
MDX Technology Package,2022,36014.0
MDX Technology Package,2023,32928.0
MDX Technology Package,2025,53083.333333333336
MKC Base,2015,11799.5
MKC Black Label,2017,23000.0
MKC Premiere,2017,11994.0
MKC Reserve,2017,18720.5
MKC Reserve,2019,16768.0
MKC Select,2017,12130.0
MKC Select,2019,17347.5
MKS Base,2009,6995.0
MKS Base,2013,6493.333333333333
MKS Base,2014,11999.0
MKS EcoBoost,2015,10995.0
MKT EcoBoost,2016,20995.0
MKT Limo/Hearse,2015,34985.0
MKT Reserve,2019,18750.0
MKX Base,2013,11100.75
MKX Base,2014,13391.0
MKX Base,2015,11998.0
MKX Black Label,2016,13445.0
MKX Premiere,2016,10950.0
MKX Premiere,2017,13500.0
MKX Reserve,2016,13822.75
MKX Reserve,2017,21366.5
MKX Select,2016,11995.0
MKZ Base,2008,8850.0
MKZ Base,2013,10995.0
MKZ Base,2014,12985.0
MKZ Base,2016,11999.0
MKZ Hybrid Base,2012,8480.0
MKZ Hybrid Base,2014,13209.5
MKZ Hybrid Base,2015,12895.0
MKZ Reserve,2019,21998.0
MKZ Reserve,2020,24561.0
MKZ Reserve I,2017,14147.0
MKZ Reserve I,2019,21788.0
MKZ Select,2018,16920.0
MX-5 Miata RF Grand Touring,2019,26995.0
Macan,2018,31995.0
Macan,2022,44998.666666666664
Macan,2024,61000.0
Macan Base,2017,21192.5
Macan Base,2018,28829.5
Macan Base,2019,32306.0
Macan Base,2020,33950.0
Macan Base,2021,40013.333333333336
Macan Base,2022,49441.5
Macan Base,2023,55546.0
Macan Base,2024,61544.0
Macan GTS,2017,25800.0
Macan GTS,2021,60624.5
Macan S,2015,16950.0
Macan S,2016,19750.333333333332
Macan S,2024,79991.0
Macan Turbo,2018,40844.0
Mach-E GT,2023,37989.0
Mach-E GT,2024,43588.0
Mach-E Select,2024,43588.0
Malibu 1LS,2015,9295.0
Malibu 1LS,2017,10925.0
Malibu 1LS,2019,15949.0
Malibu 1LS,2020,16612.5
Malibu 1LS,2022,14450.0
Malibu 1LS,2023,17764.6
Malibu 1LS,2025,25112.5
Malibu 1LT,2011,6513.0
Malibu 1LT,2012,11495.0
Malibu 1LT,2013,4995.0
Malibu 1LT,2015,10227.5
Malibu 1LT,2016,9994.5
Malibu 1LT,2017,14615.833333333334
Malibu 1LT,2023,19999.0
Malibu 1LZ,2013,10850.0
Malibu 3LT,2013,6995.0
Malibu FWD 1LT,2023,19067.615384615383
Malibu FWD 1LT,2024,20386.0
Malibu FWD 2LT,2024,22899.0
Malibu FWD 2LT,2025,27972.0
Malibu FWD LT,2020,15566.5
Malibu FWD LT,2021,16494.5
Malibu FWD LT,2022,18100.916666666668
Malibu FWD RS,2020,15362.333333333334
Malibu FWD RS,2021,15999.0
Malibu FWD RS,2023,20995.0
Malibu FWD RS,2024,23308.0
Malibu LS,2009,6995.0
Malibu LS,2014,12599.0
Malibu LS,2016,12055.5
Malibu LT,2018,15685.2
Malibu LT,2019,11995.0
Malibu LT,2022,16493.0
Malibu LT,2023,19914.666666666668
Malibu LT,2024,20447.5
Malibu LTZ,2011,8900.0
Malibu Limited LTZ,2016,5794.0
Malibu Premier,2016,10995.0
Malibu Premier,2017,11900.0
Malibu Premier,2018,17895.0
Malibu Premier,2022,23998.0
Malibu RS,2024,24447.0
Matrix XR,2008,13495.0
Maverick Lariat,2022,29945.0
Maverick Lariat,2023,31970.666666666668
Maverick Lariat,2024,34990.5
Maverick XLT,2022,26824.333333333332
Maverick XLT,2023,28556.25
Maverick XLT,2024,30977.0
Maxima 3.5 Platinum,2016,18746.0
Maxima 3.5 Platinum,2020,27900.0
Maxima 3.5 Platinum,2023,33995.0
Maxima 3.5 S,2016,12997.0
Maxima 3.5 S,2018,17891.0
Maxima 3.5 S,2019,15900.0
Maxima 3.5 SL,2017,16222.5
Maxima 3.5 SL,2023,24896.0
Maxima 3.5 SR,2017,15954.0
Maxima 3.5 SR,2021,25766.0
Maxima 3.5 SV,2019,14995.0
Maxima 3.5 SV,2021,19135.5
Maxima 3.5 SV,2023,24987.0
Maxima Platinum,2023,33977.0
Maxima SL,2022,21950.0
Maxima SR Xtronic CVT,2023,31997.0
Maxima SV,2012,10000.0
Maxima SV,2014,9514.0
Maxima SV,2021,16499.0
Maxima SV,2023,22918.5
Maxima SV Xtronic CVT,2023,22947.0
Maybach GLS 600 4MATIC,2021,114789.0
Maybach S S 600,2016,63740.0
Mazda3 2.5 Turbo AWD,2021,24449.0
Mazda3 AWD,2025,27700.0
Mazda3 AWD w/Premium Package,2022,21270.0
Mazda3 FWD,2021,17980.0
Mazda3 FWD,2024,21995.0
Mazda3 FWD w/Preferred Package,2024,25995.0
Mazda3 FWD w/Select Package,2021,13949.0
Mazda3 FWD w/Select Package,2025,23297.0
Mazda3 S,2021,20998.0
Mazda3 i Sport,2016,12488.0
Mazda3 i Touring,2011,5990.0
Mazda3 i Touring,2012,7495.0
Mazda3 i Touring,2014,13478.0
Mazda3 s Grand Touring,2014,8924.0
Mazda6 Carbon Edition,2021,24400.0
Mazda6 I Touring,2015,14998.0
Mazda6 I Touring,2016,17998.0
Mazda6 s Touring,2009,15985.0
Metris Base,2019,31995.0
